LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Deal ID,Pool ID
299643,80.00,292000.00,310000.00,0,No Insurance,N,765,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,233600.00,233600.00,0.00,20070126,20070301,20370201,20070501,6.375,0.250,0.000,0.000,California,STOCKTON,95209,Y,N,Conforming,120,360,240,1241.00,1241.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299644,71.43,0.00,455000.00,0,No Insurance,N,764,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,325000.00,325000.00,0.00,20070125,20070301,20370201,20070501,6.625,0.250,0.000,0.000,New York,NORTHPORT,11768,Y,N,Conforming,120,360,240,1794.27,1794.27,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299645,65.63,579000.00,580000.00,0,No Insurance,N,724,Full Asset/Stated Income,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,379591.98,380000.00,0.00,20070202,20070301,20370201,20070501,6.375,0.250,0.000,0.000,Maryland,SEVERNA PARK,21146,Y,N,Conforming,120,360,240,2018.75,2015.49,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299646,67.01,0.00,485000.00,0,No Insurance,N,673,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,325000.00,325000.00,0.00,20070125,20070301,20370201,20070501,6.125,0.250,0.000,0.000,California,VALLEJO,94589,Y,N,Conforming,120,360,240,1658.85,1658.85,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299648,55.47,0.00,375000.00,0,No Insurance,N,778,Full Asset/Stated Income,Y,30 Year FRM,Rate-Term Refinance,Condo,Secondary,1,208000.00,208000.00,0.00,20070119,20070301,20370201,20070501,6.000,0.250,0.000,0.000,California,VAN NUYS,91401,Y,N,Conforming,120,360,240,1040.00,1040.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299649,71.21,330000.00,340000.00,0,No Insurance,N,758,Full Asset/Stated Income,N,30 Year FRM,Purchase,Condo,Primary,1,234993.00,234993.00,0.00,20070124,20070301,20370201,20070501,6.250,0.250,0.000,0.000,California,ANAHEIM,92807,Y,N,Conforming,120,360,240,1223.92,1223.92,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299650,76.17,0.00,517000.00,0,No Insurance,N,685,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,393800.00,393800.00,0.00,20070119,20070301,20370201,20070501,6.125,0.250,0.000,0.000,California,GREENFIELD,93927,Y,N,Conforming,120,360,240,2010.02,2010.02,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299652,70.00,0.00,1200000.00,0,No Insurance,N,699,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,840000.00,840000.00,0.00,20070205,20070301,20370201,20070501,6.625,0.250,0.000,0.000,Florida,ORLANDO,32801,Y,N,Jumbo,120,360,240,4637.50,4637.50,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299653,42.62,1525000.00,1525000.00,0,No Insurance,N,712,Full Asset/Stated Income,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,649953.13,650000.00,0.00,20070129,20070301,20370201,20070501,6.375,0.250,0.000,0.000,New York,NEW CITY,10956,Y,N,Jumbo,120,360,240,3453.13,3452.63,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299654,32.00,0.00,2500000.00,0,No Insurance,N,779,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,798000.00,800000.00,0.00,20070119,20070301,20370201,20070501,6.375,0.250,0.000,0.000,California,LOS ANGELES,90024,Y,N,Jumbo,120,360,240,4250.00,4239.38,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299655,80.00,600000.00,605000.00,0,No Insurance,N,750,Full Asset/Stated Income,Y,30 Year FRM,Purchase,Single Family Residence,Secondary,1,479600.00,480000.00,0.00,20070116,20070301,20370201,20070501,6.500,0.250,0.000,0.000,California,ANAHEIM,92804,Y,N,Jumbo,120,360,240,2600.00,2595.65,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299657,80.00,1249000.00,1275000.00,0,No Insurance,N,783,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,999200.00,999200.00,0.00,20070205,20070401,20370301,20070501,6.375,0.250,0.000,0.000,New Jersey,MOUNTAINSIDE,07092,Y,N,Jumbo,120,360,240,5308.25,3742.70,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299658,80.00,435000.00,435000.00,0,No Insurance,N,791,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,348000.00,348000.00,0.00,20070207,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Georgia,JASPER,30143,Y,N,Conforming,120,360,240,1812.50,1812.50,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
299659,80.00,412000.00,412000.00,0,No Insurance,N,730,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,329600.00,329600.00,0.00,20070202,20070401,20370301,20070501,6.375,0.250,0.000,0.000,New York,WANTAGH,11793,Y,N,Conforming,120,360,240,1751.00,1751.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
301916,79.25,0.00,325000.00,0,No Insurance,N,683,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,257571.00,257571.00,0.00,20061125,20070101,20361201,20070501,6.500,0.250,0.000,0.000,Washington,ANACORTES,98221,Y,N,Conforming,120,360,240,1395.18,1386.45,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298339,79.80,0.00,510000.00,0,No Insurance,N,684,Stated Income/Stated Asset,N,30 Year FRM,Rate-Term Refinance,Condo,Primary,1,407000.00,407000.00,0.00,20070124,20070301,20370201,20070501,6.875,0.250,0.000,0.000,New York,BROOKLYN,11223,Y,N,Conforming,120,360,240,2331.77,2331.77,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298340,75.00,525000.00,527000.00,0,No Insurance,N,767,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,393750.00,393750.00,0.00,20070126,20070301,20370201,20070501,6.000,0.250,0.000,0.000,Virginia,LEESBURG,20176,Y,N,Conforming,120,360,240,1968.75,1968.75,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298341,80.00,485000.00,485000.00,0,No Insurance,N,771,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,388000.00,388000.00,0.00,20070123,20070301,20370201,20070501,6.750,0.250,0.000,0.000,New York,HUNTINGTON STATION,11746,Y,N,Conforming,120,360,240,2182.50,2182.50,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298343,80.00,463000.00,463000.00,0,No Insurance,N,771,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,370400.00,370400.00,0.00,20070119,20070301,20370201,20070501,5.875,0.250,0.000,0.000,Minnesota,LAKEVILLE,55044,Y,N,Conforming,120,360,240,1813.42,1813.42,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298344,79.19,442000.00,465000.00,0,No Insurance,N,770,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Condo,Primary,1,349999.96,350000.00,0.00,20070126,20070301,20370201,20070501,6.250,0.250,0.000,0.000,Florida,COCOA BEACH,32931,Y,N,Conforming,120,360,240,1822.92,1822.92,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298348,83.33,0.00,240000.00,12,Radian,N,703,Stated Income/Stated Asset,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,199130.81,200000.00,0.00,20070108,20070201,20370101,20070501,6.500,0.250,0.000,0.000,Illinois,NORTHLAKE,60164,Y,N,Conforming,120,360,240,1083.33,1083.31,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298349,80.00,230000.00,231000.00,0,No Insurance,N,772,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,184000.00,184000.00,0.00,20070117,20070301,20370201,20070501,6.750,0.250,0.000,0.000,Florida,PEMBROKE PINES,33026,Y,N,Conforming,120,360,240,1035.00,1035.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298351,90.00,175000.00,175000.00,25,United Guaranty Insurance,N,688,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,157500.00,157500.00,0.00,20070108,20070301,20370201,20070501,6.750,0.250,0.000,0.000,Missouri,OZARK,65721,Y,N,Conforming,120,360,240,885.94,885.94,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298352,54.17,0.00,290000.00,0,No Insurance,N,800,Stated Income/Stated Asset,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,157100.00,157100.00,0.00,20070110,20070301,20370201,20070501,6.875,0.250,0.000,0.000,Maryland,BALTIMORE,21208,Y,N,Conforming,120,360,240,900.05,900.05,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298353,76.92,195000.00,210000.00,0,No Insurance,N,729,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Condo,Primary,1,150000.00,150000.00,0.00,20070117,20070301,20370201,20070501,6.625,0.250,0.000,0.000,New York,CHESTER,10918,Y,N,Conforming,120,360,240,828.12,828.12,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
298355,64.44,0.00,225000.00,0,No Insurance,N,763,Stated Income/Stated Asset,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,144846.98,145000.00,0.00,20061228,20070201,20370101,20070501,6.250,0.250,0.000,0.000,Utah,TOOELE,84074,Y,N,Conforming,120,360,240,755.21,754.41,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
272890,42.05,0.00,1510000.00,0,No Insurance,N,793,Simply Signature,N,30 Year FRM,Cash-out Refinance,Cooperative Units,Primary,1,632167.70,635000.00,0.00,20061102,20070101,20361201,20070501,6.625,0.250,0.000,0.000,New York,NEW YORK,10028,N,N,Conforming,0,360,360,4065.97,4065.97,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297257,46.89,659000.00,729000.00,0,No Insurance,N,747,No Income Verifier,Y,30 Year FRM,Purchase,Planned unit developments,Primary,1,307780.63,309000.00,0.00,20070119,20070301,20370201,20070501,5.750,0.250,0.000,0.000,California,OXNARD,93036,Y,N,Conforming,120,360,240,1480.63,1474.78,0,0,0,0,1st Lien,CTX,Chase Mortgage,JPMMT2007-S2,1
297265,36.50,0.00,685000.00,0,No Insurance,N,728,No Income Verifier,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,250000.00,250000.00,0.00,20070122,20070301,20370201,20070501,6.500,0.250,0.000,0.000,California,VALLEJO,94591,Y,N,Conforming,120,360,240,1354.17,1354.17,0,0,0,0,1st Lien,CTX,Chase Mortgage,JPMMT2007-S2,1
286613,75.00,0.00,575000.00,0,No Insurance,N,677,Full Documentation,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,431250.00,431250.00,0.00,20061120,20070101,20361201,20070501,6.000,0.250,0.000,0.000,Washington,MAPLE FALLS,98266,Y,N,Jumbo,120,360,240,2156.25,2156.25,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286634,80.00,780000.00,780000.00,0,No Insurance,N,736,No Income Verifier,Y,30 Year FRM,Purchase,Planned unit developments,Primary,1,624000.00,624000.00,0.00,20061110,20070101,20361201,20070501,6.500,0.250,0.000,0.000,Arizona,PHOENIX,85022,Y,N,Jumbo,120,360,240,3380.00,3380.00,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286635,58.08,0.00,990000.00,0,No Insurance,N,741,Full Documentation,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,575000.00,575000.00,0.00,20061120,20070101,20361201,20070501,6.250,0.250,0.000,0.000,Arizona,SCOTTSDALE,85262,Y,N,Jumbo,120,360,240,2994.79,2994.79,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286641,95.00,700000.00,700000.00,30,Mtge Guaranty Insurance Corp.,N,721,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,665000.00,665000.00,0.00,20061130,20070101,20361201,20070501,6.750,0.250,0.000,0.000,Connecticut,TRUMBULL,06611,Y,N,Jumbo,120,360,240,3740.63,3740.63,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286643,80.00,675000.00,786000.00,0,No Insurance,N,783,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,539368.83,540000.00,0.00,20061107,20070101,20361201,20070501,6.375,0.250,0.000,0.000,Washington,BURIEN,98146,Y,N,Jumbo,120,360,240,2868.75,2865.32,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286652,80.00,685000.00,700000.00,0,No Insurance,N,772,No Income Verifier,Y,30 Year FRM,Purchase,Planned unit developments,Primary,1,547848.73,548000.00,0.00,20061128,20070101,20361201,20070501,6.625,0.250,0.000,0.000,Arizona,SCOTTSDALE,85255,Y,N,Jumbo,120,360,240,3025.42,3024.58,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286660,73.02,1816000.00,1816000.00,0,No Insurance,N,764,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,1326000.00,1326000.00,0.00,20061122,20070101,20361201,20070501,6.375,0.250,0.000,0.000,Washington,MERCER ISLAND,98040,Y,N,Jumbo,120,360,240,7044.38,7044.38,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286661,80.00,1128000.00,1128000.00,0,No Insurance,N,790,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,902400.00,902400.00,0.00,20061213,20070201,20370101,20070501,6.250,0.250,0.000,0.000,California,SAN FRANCISCO,94131,Y,N,Jumbo,120,360,240,4700.00,4700.00,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286667,80.00,1060512.00,1060000.00,0,No Insurance,N,742,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,848000.00,848000.00,0.00,20061215,20070201,20370101,20070501,6.250,0.250,0.000,0.000,California,TUSTIN,92782,Y,N,Jumbo,120,360,240,4416.67,4416.67,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286668,80.00,625000.00,639000.00,0,No Insurance,N,776,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,499798.98,500000.00,0.00,20061211,20070201,20370101,20070501,6.125,0.250,0.000,0.000,Alabama,BIRMINGHAM,35244,Y,N,Jumbo,120,360,240,2552.08,2551.06,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286669,80.00,940000.00,940000.00,0,No Insurance,N,750,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,752000.00,752000.00,0.00,20061214,20070201,20370101,20070501,5.750,0.250,0.000,0.000,California,IRVINE,92604,Y,N,Jumbo,120,360,240,3603.33,3603.33,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286670,76.24,0.00,745000.00,0,No Insurance,N,772,Full Documentation,N,30 Year FRM,Rate-Term Refinance,Planned unit developments,Primary,1,568000.00,568000.00,0.00,20061212,20070201,20370101,20070501,6.250,0.250,0.000,0.000,California,CARLSBAD,92009,Y,N,Jumbo,120,360,240,2958.33,2958.33,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286674,80.00,1075000.00,1100000.00,0,No Insurance,N,794,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,859972.41,860000.00,0.00,20061212,20070201,20370101,20070501,6.250,0.250,0.000,0.000,Washington,SEATTLE,98112,Y,N,Jumbo,120,360,240,4479.17,4479.02,1,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286678,69.96,0.00,1215000.00,0,No Insurance,N,711,Full Documentation,Y,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,848028.68,850000.00,0.00,20061208,20070201,20370101,20070501,6.375,0.250,0.000,0.000,California,MISSION VIEJO,92692,Y,N,Jumbo,120,360,240,4515.63,4505.15,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286679,68.57,0.00,1030000.00,0,No Insurance,N,670,Full Documentation,Y,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,706250.00,706250.00,0.00,20061221,20070201,20370101,20070501,6.625,0.250,0.000,0.000,Florida,BOCA RATON,33431,Y,N,Jumbo,120,360,240,3899.09,3899.09,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
285973,80.00,540000.00,540000.00,0,No Insurance,N,733,Full Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,432000.00,432000.00,0.00,20061208,20070201,20370101,20070501,6.750,0.250,0.000,0.000,New Jersey,CITY OF JERSEY CITY,07302,Y,N,Jumbo,120,360,240,2430.00,2430.00,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
285974,80.00,970000.00,973000.00,0,No Insurance,N,762,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,776000.00,776000.00,0.00,20061207,20070201,20370101,20070501,6.750,0.250,0.000,0.000,New Jersey,TOWNSHIP OF RANDOLPH,07869,Y,N,Jumbo,120,360,240,4365.00,4365.00,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
285979,80.00,598000.00,605000.00,0,No Insurance,N,706,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,477197.84,478400.00,0.00,20061208,20070201,20370101,20070501,6.500,0.250,0.000,0.000,Maryland,ROCKVILLE,20852,Y,N,Jumbo,120,360,240,2591.33,2582.56,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
285983,80.00,670000.00,686000.00,0,No Insurance,N,814,Stated Documentation,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,359862.13,536000.00,0.00,20061215,20070201,20370101,20070501,6.500,0.250,0.000,0.000,New Jersey,PARSIPPANY-TROY HILLS TOWNSHIP,07950,Y,N,Jumbo,120,360,240,2903.33,1943.34,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
285984,80.00,625000.00,628000.00,0,No Insurance,N,745,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,499995.00,500000.00,0.00,20061204,20070101,20361201,20070501,6.000,0.250,0.000,0.000,Virginia,STERLING,20165,Y,N,Jumbo,120,360,240,2500.00,2499.98,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
285986,80.00,649000.00,655000.00,0,No Insurance,N,687,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,518708.49,519200.00,0.00,20061215,20070201,20370101,20070501,6.625,0.250,0.000,0.000,Virginia,ASHBURN,20147,Y,N,Jumbo,120,360,240,2866.42,2860.97,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
285987,80.00,1825000.00,1846000.00,0,No Insurance,N,690,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,1460000.00,1460000.00,0.00,20061212,20070201,20370101,20070501,6.375,0.250,0.000,0.000,New Jersey,MADISON BOROUGH,07940,Y,N,Jumbo,120,360,240,7756.25,7756.25,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
285995,77.22,1295000.00,1350000.00,0,No Insurance,N,786,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,1000000.00,1000000.00,0.00,20061228,20070201,20370101,20070501,6.125,0.250,0.000,0.000,Virginia,MCLEAN,22102,Y,N,Jumbo,120,360,240,5104.17,5104.17,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
286003,80.00,759900.00,780000.00,0,No Insurance,N,766,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,607900.00,607900.00,0.00,20061227,20070201,20370101,20070501,6.000,0.250,0.000,0.000,Virginia,ARLINGTON,22207,Y,N,Jumbo,120,360,240,3039.50,3039.50,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
286005,80.00,862500.00,879000.00,0,No Insurance,N,795,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,688733.25,690000.00,0.00,20061227,20070201,20370101,20070501,6.500,0.250,0.000,0.000,Virginia,ARLINGTON,22209,Y,N,Jumbo,120,360,240,3737.50,3727.18,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
273924,80.00,685000.00,750000.00,0,No Insurance,N,699,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,548000.00,548000.00,0.00,20061110,20070101,20361201,20070501,6.500,0.250,0.000,0.000,Virginia,MANASSAS,20112,Y,N,Jumbo,120,360,240,2968.33,2968.33,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
273926,80.00,829900.00,835000.00,0,No Insurance,N,779,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,663675.00,663900.00,0.00,20061117,20070101,20361201,20070501,6.500,0.250,0.000,0.000,Virginia,HERNDON,20171,Y,N,Jumbo,120,360,240,3596.13,3594.91,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
273931,80.00,1456250.00,1500000.00,0,No Insurance,N,749,Full Documentation,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,1160500.00,1165000.00,0.00,20061115,20070101,20361201,20070501,6.375,0.250,0.000,0.000,Pennsylvania,BETHLEHEM TOWNSHIP,18045,Y,N,Jumbo,120,360,240,6189.06,6159.84,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
273942,65.79,0.00,760000.00,0,No Insurance,N,775,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,500000.00,500000.00,0.00,20061122,20070101,20361201,20070501,6.375,0.250,0.000,0.000,Maryland,SILVER SPRING,20906,Y,N,Jumbo,120,360,240,2656.25,2656.25,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
273945,80.00,700000.00,735000.00,0,No Insurance,N,812,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,560000.00,560000.00,0.00,20061129,20070101,20361201,20070501,6.500,0.250,0.000,0.000,Virginia,ALEXANDRIA,22314,Y,N,Jumbo,120,360,240,3033.33,3033.33,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
273949,80.00,650000.00,655000.00,0,No Insurance,N,779,Full Documentation,Y,30 Year FRM,Purchase,Planned unit developments,Primary,1,515000.00,520000.00,0.00,20061122,20070101,20361201,20070501,6.250,0.250,0.000,0.000,Virginia,RESTON,20191,Y,N,Jumbo,120,360,240,2708.33,2682.29,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
285930,50.00,0.00,410000.00,0,No Insurance,N,745,No Income Verifier,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,205000.00,205000.00,0.00,20061201,20070201,20370101,20070501,6.625,0.250,0.000,0.000,California,DIXON,95620,Y,N,Conforming,120,360,240,1131.77,1131.77,0,0,0,0,1st Lien,CTX,Chase Mortgage,JPMMT2007-S2,1
285946,73.09,355742.00,368000.00,0,No Insurance,N,788,No Income Verifier,N,30 Year FRM,Purchase,Condo,Primary,1,260000.00,260000.00,0.00,20061211,20070201,20370101,20070501,6.375,0.250,0.000,0.000,Washington,EVERETT,98204,Y,N,Conforming,120,360,240,1381.25,1381.25,0,0,0,0,1st Lien,CTX,Chase Mortgage,JPMMT2007-S2,1
