LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,LOANSKEY,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LOANSKEY,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,LOANSKEY,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Index,Initial Rate Adjustment Period,Subsequent Rate Adjustment Period,Initial Payment Adjustmen Period,Subsequent Payment Adjustment Period,LOANSKEY,First Rate Adjustment Date,First Payment Adjustment Date,Initial Periodic Cap,Subsequent Periodic Cap,Life Cap,Margin,Max Rate,Months to Next Rate Adjustment,Months to Next Pay Adjustment,Servicing Step Up,Step up Servicing Rate
275013,79.86,720000,750000,0,No Insurance,N,780,Simply Signature,N,5 Year ARM,Purchase,Planned unit developments,275013,Primary,1,575000,575000,0,4/25/2005,6/1/2005,5/1/2035,1/1/2007,5.625,0.25,0.0018,275013,0,California,NEWPORT BEACH CA,92660,Y,N,Jumbo,60,360,300,2695.32,"2,695.31",275013,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275013,5/1/2010,6/1/2010,5,2,5,2.25,10.63,40,41,N,0
275014,80,605000,605000,0,No Insurance,N,784,Simply Signature,N,5 Year ARM,Purchase,Planned unit developments,275014,Primary,1,484000,484000,0,5/3/2005,7/1/2005,6/1/2035,1/1/2007,5.875,0.25,0.0018,275014,0,California,SAN DIEGO CA,92127,Y,N,Jumbo,60,360,300,2369.59,"2,369.58",275014,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275014,6/1/2010,7/1/2010,5,2,5,2.25,10.88,41,42,N,0
275015,75,0,695000,0,No Insurance,N,722,Full Documentation,N,5 Year ARM,Cash-out Refinance,Condo,275015,Primary,1,521243.1,521250,0,5/4/2005,7/1/2005,6/1/2035,1/1/2007,5.625,0.25,0.0018,275015,0,California,SAN FRANCISCO CA,94103,Y,N,Jumbo,60,360,300,2443.36,"2,443.33",275015,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275015,6/1/2010,7/1/2010,5,2,5,2.25,10.63,41,42,N,0
275016,57.17,2230314,2230314,0,No Insurance,N,797,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275016,Primary,1,845047.67,1275000,0,4/12/2005,6/1/2005,5/1/2035,1/1/2007,5.25,0.25,0.0018,275016,0,California,NEWPORT BEACH CA,92663,Y,N,Jumbo,60,360,300,5578.13,"3,698.40",275016,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275016,5/1/2010,6/1/2010,5,2,5,2.5,10.25,40,41,N,0
275017,78.43,765000,765000,0,No Insurance,N,823,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,275017,Primary,1,598882.68,600000,0,5/10/2005,7/1/2005,6/1/2035,1/1/2007,5.625,0.25,0.0018,275017,0,California,SAN PEDRO CA,90732,Y,N,Jumbo,60,360,300,2812.5,"2,807.26",275017,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275017,6/1/2010,7/1/2010,5,2,5,2.25,10.63,41,42,N,0
275018,65.71,875000,875000,0,No Insurance,N,760,Simply Signature,Y,5 Year ARM,Purchase,Planned unit developments,275018,Primary,1,575000,575000,0,5/6/2005,7/1/2005,6/1/2035,1/1/2007,5.625,0.25,0.0018,275018,0,California,ORANGE CA,92869,Y,N,Jumbo,60,360,300,2695.32,"2,695.31",275018,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275018,6/1/2010,7/1/2010,5,2,5,2.25,10.63,41,42,N,0
275019,75.16,765000,765000,0,No Insurance,N,769,Full Documentation,Y,5 Year ARM,Purchase,Single Family Residence,275019,Primary,1,475260.08,575000,0,4/25/2005,6/1/2005,5/1/2035,1/1/2007,5.75,0.25,0.0018,275019,0,California,CROWLEY LAKE CA,93546,Y,N,Jumbo,60,360,300,2755.21,"2,277.29",275019,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275019,5/1/2010,6/1/2010,5,2,5,2.25,10.75,40,41,N,0
275020,66.53,1195000,1195000,0,No Insurance,N,570,Reduced - No Income Verification,N,5 Year ARM,Purchase,Single Family Residence,275020,Primary,1,795000,795000,0,4/15/2005,6/1/2005,5/1/2035,1/1/2007,5.5,0.25,0.0018,275020,0,California,LAGUNA BEACH CA,92651,Y,N,Jumbo,60,360,300,3643.75,"3,643.75",275020,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275020,5/1/2010,6/1/2010,5,2,5,2.25,10.5,40,41,N,0
275022,48.83,0,999000,0,No Insurance,N,741,Full Documentation,N,5 Year ARM,Cash-out Refinance,Planned unit developments,275022,Primary,1,487850,487850,0,3/28/2005,5/1/2005,4/1/2035,1/1/2007,5.5,0.25,0.0018,275022,0,Arizona,TUCSON AZ,85737,Y,N,Jumbo,60,360,300,2235.98,"2,235.98",275022,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275022,4/1/2010,5/1/2010,5,2,5,2.25,10.5,39,40,N,0
275023,56.41,0,1950000,0,No Insurance,N,722,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,275023,Primary,1,1099999.99,1100000,0,3/24/2005,5/1/2005,4/1/2035,1/1/2007,5.375,0.25,0.0018,275023,0,Colorado,STEAMBOAT SPRINGS CO,80487,Y,N,Jumbo,60,360,300,4927.09,"4,927.08",275023,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275023,4/1/2010,5/1/2010,5,2,5,2.25,10.38,39,40,N,0
275024,74.42,0,1800000,0,No Insurance,N,696,Reduced - No Income Verification,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,275024,Primary,1,1339499.97,1339500,0,3/7/2005,5/1/2005,4/1/2035,1/1/2007,5.5,0.25,0.0018,275024,0,New Mexico,SANTA FE NM,87506,Y,N,Jumbo,60,360,300,6139.38,"6,139.37",275024,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275024,4/1/2010,5/1/2010,5,2,5,2.5,10.5,39,40,N,0
275025,64.07,835000,835000,0,No Insurance,N,747,Simply Signature,N,5 Year ARM,Purchase,Planned unit developments,275025,Primary,1,534399.73,535000,0,2/15/2005,4/1/2005,3/1/2035,1/1/2007,5.5,0.25,0.0018,275025,0,Colorado,TELLURIDE CO,81435,Y,N,Jumbo,60,360,300,2452.09,"2,449.33",275025,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275025,3/1/2010,4/1/2010,5,2,5,2.25,10.5,38,39,N,0
275026,72.22,900000,900000,0,No Insurance,N,783,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275026,Primary,1,649999.99,650000,0,2/4/2005,4/1/2005,3/1/2035,1/1/2007,5.125,0.25,0.0018,275026,0,Texas,HIGHLAND PARK TX,75205,Y,N,Jumbo,60,360,300,2776.05,"2,776.04",275026,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275026,3/1/2010,4/1/2010,5,2,5,2.25,10.13,38,39,N,0
275027,79.27,820000,820000,0,No Insurance,N,704,Simply Signature,Y,5 Year ARM,Purchase,Planned unit developments,275027,Primary,1,650000,650000,0,2/3/2005,4/1/2005,3/1/2035,1/1/2007,5.5,0.25,0.0018,275027,0,Arizona,SCOTTSDALE AZ,85259,Y,N,Jumbo,60,360,300,2979.17,"2,979.17",275027,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275027,3/1/2010,4/1/2010,5,2,5,2.25,10.5,38,39,N,0
275028,56.74,3525000,3525000,0,No Insurance,N,657,Full Documentation,Y,5 Year ARM,Purchase,Planned unit developments,275028,Primary,1,1999999.93,2000000,0,1/3/2005,3/1/2005,2/1/2035,1/1/2007,5.375,0.25,0.0018,275028,0,Texas,DALLAS TX,75248,Y,N,Jumbo,60,360,300,8958.34,"8,958.33",275028,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275028,2/1/2010,3/1/2010,5,2,5,2.5,10.38,37,38,N,0
275029,60,0,2500000,0,No Insurance,N,720,Reduced - No Income Verification,Y,5 Year ARM,Rate-Term Refinance,Planned unit developments,275029,Primary,1,1260022.4,1500000,0,11/29/2004,1/1/2005,12/1/2034,1/1/2007,5.375,0.25,0.0018,275029,0,Texas,DALLAS TX,75248,Y,N,Jumbo,60,360,300,6718.75,"6,315.73",275029,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275029,12/1/2009,1/1/2010,5,2,5,2.5,10.38,35,36,N,0
275030,66.98,0,1060000,0,No Insurance,N,628,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Planned unit developments,275030,Primary,1,709147.98,710000,0,12/3/2004,2/1/2005,1/1/2035,1/1/2007,5.125,0.25,0.0018,275030,0,Colorado,DENVER CO,80227,Y,N,Jumbo,60,360,300,3032.3,"3,028.65",275030,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275030,1/1/2010,2/1/2010,5,2,5,2.25,10.13,36,37,N,0
275031,62.71,0,1250000,0,No Insurance,N,774,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Planned unit developments,275031,Primary,1,783899.99,783900,0,10/29/2004,1/1/2005,12/1/2034,1/1/2007,5.25,0.25,0.0018,275031,0,Texas,FLOWER MOUND TX,75022,Y,N,Jumbo,60,360,300,3429.57,"3,429.56",275031,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275031,12/1/2009,1/1/2010,5,2,5,2.25,10.25,35,36,N,0
275032,63.22,0,807000,0,No Insurance,N,663,Reduced - No Income Verification,Y,5 Year ARM,Rate-Term Refinance,Condo,275032,Primary,1,510200,510200,0,11/2/2004,1/1/2005,12/1/2034,1/1/2007,5.125,0.25,0.0018,275032,0,Texas,DALLAS TX,75219,Y,N,Jumbo,60,360,300,2178.98,"2,178.98",275032,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275032,12/1/2009,1/1/2010,5,2,5,2.25,10.13,35,36,N,0
275033,73.68,950000,950000,0,No Insurance,N,775,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,275033,Primary,1,699660,700000,0,9/8/2004,11/1/2004,10/1/2034,1/1/2007,5.125,0.25,0.0018,275033,0,Colorado,BASALT CO,81621,Y,N,Jumbo,60,360,300,2989.59,"2,988.22",275033,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275033,10/1/2009,11/1/2009,5,2,5,2.25,10.13,33,34,N,0
275034,77.84,835000,835000,0,No Insurance,N,669,Full Documentation,Y,5 Year ARM,Purchase,Single Family Residence,275034,Primary,1,649994.99,650000,0,5/20/2005,7/1/2005,6/1/2035,1/1/2007,5,0.25,0.0018,275034,0,Illinois,DOWNERS GROVE IL,60515,Y,N,Jumbo,60,360,300,2708.34,"2,708.31",275034,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275034,6/1/2010,7/1/2010,5,2,5,2.25,10,41,42,N,0
275035,62.5,800000,800000,0,No Insurance,N,777,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275035,Primary,1,450000,500000,0,3/11/2005,5/1/2005,4/1/2035,1/1/2007,5.5,0.25,0.0018,275035,0,Illinois,OAK PARK IL,60302,Y,N,Jumbo,60,360,300,2291.67,"2,062.50",275035,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275035,4/1/2010,5/1/2010,5,2,5,2.25,10.5,39,40,N,0
275036,80,714900,714900,0,No Insurance,N,630,Simply Signature,N,5 Year ARM,Purchase,Condo,275036,Primary,1,571900,571900,0,1/28/2005,3/1/2005,2/1/2035,1/1/2007,5.625,0.25,0.0018,275036,0,Illinois,CHICAGO IL,60616,Y,N,Jumbo,60,360,300,2680.78,"2,680.78",275036,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275036,2/1/2010,3/1/2010,5,2,5,2.25,10.63,37,38,N,0
275037,76.84,790000,790000,0,No Insurance,N,766,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,275037,Primary,1,506999.99,607000,0,1/4/2005,3/1/2005,2/1/2035,1/1/2007,5.5,0.25,0.0018,275037,0,Illinois,LAKE ZURICH IL,60047,Y,N,Jumbo,60,360,300,2782.09,"2,323.75",275037,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275037,2/1/2010,3/1/2010,5,2,5,2.25,10.5,37,38,N,0
275039,80,625000,625000,0,No Insurance,N,805,Full Documentation,N,5 Year ARM,Purchase,Condo,275039,Primary,1,500000,500000,0,5/24/2005,7/1/2005,6/1/2035,1/1/2007,5.25,0.25,0.0018,275039,0,California,SAN CARLOS CA,94070,Y,N,Jumbo,60,360,300,2187.5,"2,187.50",275039,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275039,6/1/2010,7/1/2010,5,2,5,2.25,10.25,41,42,N,0
275040,79.92,981000,981000,0,No Insurance,N,728,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,275040,Primary,1,702258.32,784000,0,5/20/2005,7/1/2005,6/1/2035,1/1/2007,5,0.25,0.0018,275040,0,California,SAN JOSE CA,95120,Y,N,Jumbo,60,360,300,3266.67,"2,926.08",275040,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275040,6/1/2010,7/1/2010,5,2,5,2.25,10,41,42,N,0
275041,48.88,0,1248000,0,No Insurance,N,676,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,275041,Primary,1,605743.13,610000,0,5/20/2005,7/1/2005,6/1/2035,1/1/2007,5.375,0.25,0.0018,275041,0,California,PLEASANTON CA,94566,Y,N,Jumbo,60,360,300,2732.3,"2,713.22",275041,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275041,6/1/2010,7/1/2010,5,2,5,2.25,10.38,41,42,N,0
275042,79.97,724000,724000,0,No Insurance,N,728,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275042,Primary,1,579000,579000,0,5/23/2005,7/1/2005,6/1/2035,1/1/2007,5.25,0.25,0.0018,275042,0,California,PASADENA CA,91104,Y,N,Jumbo,60,360,300,2533.13,"2,533.13",275042,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275042,6/1/2010,7/1/2010,5,2,5,2.25,10.25,41,42,N,0
275043,80,600000,600000,0,No Insurance,N,670,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,275043,Primary,1,480000,480000,0,5/16/2005,7/1/2005,6/1/2035,1/1/2007,5.125,0.25,0.0018,275043,0,California,FREMONT CA,94536,Y,N,Jumbo,60,360,300,2050,"2,050.00",275043,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275043,6/1/2010,7/1/2010,5,2,5,2.25,10.13,41,42,N,0
275044,80,728000,728000,0,No Insurance,N,698,Full Documentation,N,5 Year ARM,Purchase,Condo,275044,Primary,1,582400,582400,0,5/16/2005,7/1/2005,6/1/2035,1/1/2007,5.125,0.25,0.0018,275044,0,California,FREMONT CA,94555,Y,N,Jumbo,60,360,300,2487.34,"2,487.33",275044,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275044,6/1/2010,7/1/2010,5,2,5,2.25,10.13,41,42,N,0
275045,79.44,710000,710000,0,No Insurance,N,617,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,275045,Primary,1,564000,564000,0,5/13/2005,7/1/2005,6/1/2035,1/1/2007,5,0.25,0.0018,275045,0,California,SAN BRUNO CA,94066,Y,N,Jumbo,60,360,300,2350,"2,350.00",275045,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275045,6/1/2010,7/1/2010,5,2,5,2.25,10,41,42,N,0
275046,70,1040000,1040000,0,No Insurance,N,810,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275046,Primary,1,728000,728000,0,5/12/2005,7/1/2005,6/1/2035,1/1/2007,5.125,0.25,0.0018,275046,0,California,SAN FRANCISCO CA,94110,Y,N,Jumbo,60,360,300,3109.17,"3,109.17",275046,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275046,6/1/2010,7/1/2010,5,2,5,2.25,10.13,41,42,N,0
275047,80,675000,675000,0,No Insurance,N,761,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275047,Primary,1,540000,540000,0,5/18/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,275047,0,California,SAN JOSE CA,95138,Y,N,Jumbo,60,360,300,2475,"2,475.00",275047,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275047,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
275048,80,725000,725000,0,No Insurance,N,681,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275048,Primary,1,579789.07,580000,0,5/18/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,275048,0,California,FREMONT CA,94536,Y,N,Jumbo,60,360,300,2658.34,"2,657.37",275048,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275048,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
275049,80,715000,715000,0,No Insurance,N,758,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,275049,Primary,1,572000,572000,0,5/5/2005,7/1/2005,6/1/2035,1/1/2007,5.375,0.25,0.0018,275049,0,California,NOVATO CA,94945,Y,N,Jumbo,60,360,300,2562.09,"2,562.08",275049,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275049,6/1/2010,7/1/2010,5,2,5,2.25,10.38,41,42,N,0
275050,64.94,0,770000,0,No Insurance,N,760,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Condo,275050,Primary,1,500000,500000,0,5/19/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,275050,0,California,SAN FRANCISCO CA,94105,Y,N,Jumbo,60,360,300,2291.67,"2,291.67",275050,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275050,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
275051,80,605000,605000,0,No Insurance,N,671,Full Documentation,Y,5 Year ARM,Purchase,Condo,275051,Primary,1,484000,484000,0,5/13/2005,7/1/2005,6/1/2035,1/1/2007,5.625,0.25,0.0018,275051,0,California,OAKLAND CA,94601,Y,N,Jumbo,60,360,300,2268.75,"2,268.75",275051,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275051,6/1/2010,7/1/2010,5,2,5,2.25,10.63,41,42,N,0
275052,69.23,1589000,1590000,0,No Insurance,N,718,Reduced - No Income Verification,N,5 Year ARM,Purchase,Single Family Residence,275052,Primary,1,1100000,1100000,0,5/16/2005,7/1/2005,6/1/2035,1/1/2007,5.625,0.25,0.0018,275052,0,California,MENLO PARK CA,94025,Y,N,Jumbo,60,360,300,5156.25,"5,156.25",275052,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275052,6/1/2010,7/1/2010,5,2,5,2.25,10.63,41,42,N,0
275053,70,1375000,1375000,0,No Insurance,N,739,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275053,Primary,1,961984.03,962500,0,5/13/2005,7/1/2005,6/1/2035,1/1/2007,5.375,0.25,0.0018,275053,0,California,DANVILLE CA,94506,Y,N,Jumbo,60,360,300,4311.2,"4,308.89",275053,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275053,6/1/2010,7/1/2010,5,2,5,2.25,10.38,41,42,N,0
275054,60,2300000,2300000,0,No Insurance,N,814,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275054,Primary,1,232953.56,1380000,0,5/3/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,275054,0,California,WOODSIDE CA,94062,Y,N,Jumbo,60,360,300,6325,"1,086.04",275054,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275054,6/1/2010,7/1/2010,5,2,5,2.5,10.5,41,42,N,0
275056,80,786000,786000,0,No Insurance,N,804,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275056,Primary,1,626518.39,628800,0,5/3/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,275056,0,California,REDWOOD CITY CA,94062,Y,N,Jumbo,60,360,300,2882,"2,871.54",275056,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275056,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
275057,66.67,1500000,1500000,0,No Insurance,N,777,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,275057,Primary,1,894026.45,1000000,0,5/2/2005,7/1/2005,6/1/2035,1/1/2007,5.625,0.25,0.0018,275057,0,California,HALF MOON BAY CA,94019,Y,N,Jumbo,60,360,300,4687.5,"4,190.75",275057,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275057,6/1/2010,7/1/2010,5,2,5,2.25,10.63,41,42,N,0
275058,70,1000000,1000000,0,No Insurance,N,800,Full Documentation,N,5 Year ARM,Purchase,Condo,275058,Primary,1,689929.75,700000,0,5/11/2005,7/1/2005,6/1/2035,1/1/2007,5.625,0.25,0.0018,275058,0,California,SAN FRANCISCO CA,94107,Y,N,Jumbo,60,360,300,3281.25,"3,236.45",275058,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275058,6/1/2010,7/1/2010,5,2,5,2.25,10.63,41,42,N,0
275059,70,1126000,1126000,0,No Insurance,N,800,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275059,Primary,1,788200,788200,0,5/11/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,275059,0,California,HALF MOON BAY CA,94019,Y,N,Jumbo,60,360,300,3612.59,"3,612.58",275059,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275059,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
275060,75,1199900,1200000,0,No Insurance,N,794,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275060,Primary,1,899900,899900,0,5/13/2005,7/1/2005,6/1/2035,1/1/2007,5.375,0.25,0.0018,275060,0,California,NOVATO CA,94949,Y,N,Jumbo,60,360,300,4030.81,"4,030.80",275060,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275060,6/1/2010,7/1/2010,5,2,5,2.25,10.38,41,42,N,0
275061,77.1,655000,655000,0,No Insurance,N,743,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275061,Primary,1,494382.26,505000,0,5/3/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,275061,0,California,NEWARK CA,94560,Y,N,Jumbo,60,360,300,2314.59,"2,269.27",275061,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275061,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
275062,51.64,0,2130000,0,No Insurance,N,733,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,275062,Primary,1,1100000,1100000,0,5/13/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,275062,0,California,SARATOGA CA,95070,Y,N,Jumbo,60,360,300,5041.67,"5,041.67",275062,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275062,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
275063,75,1050000,1050000,0,No Insurance,N,804,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,275063,Primary,1,534500,787500,0,5/4/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,275063,0,California,REDWOOD CITY CA,94062,Y,N,Jumbo,60,360,300,3609.38,"2,454.38",275063,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275063,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
275064,80,675000,675000,0,No Insurance,N,648,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,275064,Primary,1,448000,540000,0,4/22/2005,6/1/2005,5/1/2035,1/1/2007,5.75,0.25,0.0018,275064,0,California,FREMONT CA,94555,Y,N,Jumbo,60,360,300,2587.5,"2,146.67",275064,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275064,5/1/2010,6/1/2010,5,2,5,2.25,10.75,40,41,N,0
275065,75,1282375,1282375,0,No Insurance,N,812,Simply Signature,N,5 Year ARM,Purchase,Planned unit developments,275065,Primary,1,961523.63,961750,0,4/28/2005,6/1/2005,5/1/2035,1/1/2007,5.5,0.25,0.0018,275065,0,California,FREMONT CA,94539,Y,N,Jumbo,60,360,300,4408.03,"4,407.04",275065,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275065,5/1/2010,6/1/2010,5,2,5,2.25,10.5,40,41,N,0
275066,80,730000,730000,0,No Insurance,N,786,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,275066,Primary,1,576815.34,584000,0,4/18/2005,6/1/2005,5/1/2035,1/1/2007,5.375,0.25,0.0018,275066,0,California,CARMEL CA,93923,Y,N,Jumbo,60,360,300,2615.84,"2,585.51",275066,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275066,5/1/2010,6/1/2010,5,2,5,2.25,10.38,40,41,N,0
275067,80,650000,650000,0,No Insurance,N,743,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,275067,Primary,1,519960,520000,0,4/21/2005,6/1/2005,5/1/2035,1/1/2007,5.75,0.25,0.0018,275067,0,California,SAN JOSE CA,95125,Y,N,Jumbo,60,360,300,2491.67,"2,491.48",275067,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,275067,5/1/2010,6/1/2010,5,2,5,2.25,10.75,40,41,N,0
