GSANUM,ABSDELQ,ACAP,ACTBAL,AGE,APPR,ARMFLAG,ASOFDATE,ATERM,BALLFLAG,GSANUM,CITY,DTI,EMPLOY,FACAP,FDUEDATE,FHFLAG,FICO,FPCDT,FRADJPER,GSANUM,FRCDT,FRECAST,GROUP,GS_INDEXLIT,GS_PPLIT,GSOLTV,INCOME,IOFLAG,IOTERM,GSANUM,IRATE,LCAP,LIEN,LPMIFEE,LPMIFLAG,MARGIN,MAXRATE,MDATE,MICOLIT,MICOV,MIFLAG,MINOPI,MINRATE,GSANUM,MTM_DOCLIT,MTM_OCCLIT,MTM_ORIGINATOR,MTM_PRODLIT,MTM_PROPLIT,GSANUM,MTM_PURPLIT,MTR,NEGAMFLAG,NEGAMLIMIT,NPCDT,NRATE,NRCDT,OATERM,OBAL,GSANUM,ODATE,OPI,ORATE,OTERM,PBAL,PCAP,PDATE,PI,PPOFLAG,PPOTERM,PRICE,GSANUM,RADJPER,RATE,RECAST,RTERM,SCHEDBAL,MTM_SERVICER,SILENT,SPCOLTV,SRLIEN,STATE,SUBLIEN,GSANUM,TRATE,TTERM,UNITS,ZIP
6734400,CURRENT,1,187000,1,220000,ARM,3/1/2007,479,Y,6734400,CHICAGO,36.25,N,2,3/1/2007,N,654,3/1/2009,24,6734400,2/1/2009,,GROUP1,6ML,NA,85,5000,N,0,6734400,,6,1,0,N,4.25,13.5,2/1/2037,,0,N,,7.5,6734400,STATED DOC,OWNER OCCUPIED,OTHER,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6734400,CASHOUT REFI,23,N,0,3/1/2009,6.99,2/1/2009,480,187000,6734400,1/17/2007,1230.59,7.5,360,186938.16,,2/1/2007,1230.59,N,0,0,6734400,6,7.5,,359,186938.16,AVELO,N,85,0,IL,0,6734400,,0,1,60644
6734401,CURRENT,0,84000,1,109000,FIXED,3/1/2007,479,Y,6734401,MEMPHIS,18.48,N,0,3/1/2007,N,622,00/00/0000,0,6734401,00/00/0000,,GROUP1,,5PER,77.06,3407,N,0,6734401,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6734401,FULL DOC,OWNER OCCUPIED,OTHER,FIXED BALLOON 40/30,SINGLE FAMILY,6734401,CASHOUT REFI,0,N,0,00/00/0000,7.29,00/00/0000,480,84000,6734401,1/19/2007,571.49,7.8,360,83974.51,,2/1/2007,571.49,Y,36,0,6734401,0,7.8,,359,83974.51,AVELO,N,96.33,0,TN,21000,6734401,,0,1,38118
6734402,CURRENT,0,21000,1,109000,FIXED,3/1/2007,359,Y,6734402,MEMPHIS,18.48,N,0,3/1/2007,N,622,00/00/0000,0,6734402,00/00/0000,,GROUP1,,NA,19.27,3407,N,0,6734402,,0,2,0,N,0,0,2/1/2022,,0,N,,0,6734402,FULL DOC,OWNER OCCUPIED,OTHER,FIXED BALLOON 30/15,SINGLE FAMILY,6734402,CASHOUT REFI,0,N,0,00/00/0000,11.04,00/00/0000,360,21000,6734402,1/19/2007,208.76,11.55,180,20993.37,,2/1/2007,208.76,N,0,0,6734402,0,11.55,,179,20993.37,AVELO,N,96.33,84000,TN,0,6734402,,0,1,38118
6734403,CURRENT,0,107825,1,113500,FIXED,3/1/2007,479,Y,6734403,MEMPHIS,48.25,N,0,3/1/2007,N,620,00/00/0000,0,6734403,00/00/0000,,GROUP1,,5PER,95,3130,N,0,6734403,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6734403,FULL DOC,OWNER OCCUPIED,OTHER,FIXED BALLOON 40/30,SINGLE FAMILY,6734403,CASHOUT REFI,0,N,0,00/00/0000,8.44,00/00/0000,480,107825,6734403,1/26/2007,827.57,8.95,360,107801.62,,2/1/2007,827.57,Y,36,0,6734403,0,8.95,,359,107801.62,AVELO,N,95,0,TN,0,6734403,,0,1,38133
6734404,CURRENT,1,102850,1,121000,ARM,3/1/2007,359,N,6734404,STONE MOUNTAIN,39.54,N,2,3/1/2007,N,616,3/1/2010,36,6734404,2/1/2010,,GROUP1,6ML,1PER,85,5157,N,0,6734404,,6,1,0,N,3.75,13,2/1/2037,,0,N,,7,6734404,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM,PUD,6734404,CASHOUT REFI,35,N,0,3/1/2010,6.49,2/1/2010,360,102850,6734404,1/9/2007,684.26,7,360,102765.7,,2/1/2007,684.26,Y,24,0,6734404,6,7,,359,102765.7,AVELO,N,85,0,GA,0,6734404,,0,1,30088
6734405,CURRENT,1,200000,1,303000,ARM,3/1/2007,0,N,6734405,HAMPTON,26.91,N,2,3/1/2007,N,605,3/1/2009,24,6734405,2/1/2009,,GROUP2,6ML,2PER,66.01,5662,Y,60,6734405,,6,1,0,N,3.95,13.2,2/1/2037,,0,N,,7.2,6734405,FULL DOC,OWNER OCCUPIED,OTHER,2 YR ARM IO,SINGLE FAMILY,6734405,CASHOUT REFI,23,N,0,3/1/2009,6.69,2/1/2009,360,200000,6734405,1/26/2007,1200,7.2,360,200000,,2/1/2007,1200,Y,24,0,6734405,6,7.2,,359,200000,AVELO,N,66.01,0,VA,0,6734405,,0,1,23666
6734406,CURRENT,1,315000,1,351000,ARM,3/1/2007,0,N,6734406,CATONSVILLE,43.5,N,2,3/1/2007,N,614,3/1/2010,36,6734406,2/1/2010,,GROUP1,6ML,NA,89.74,5003,Y,60,6734406,,6,1,0,N,4,13.25,2/1/2037,,0,N,,7.25,6734406,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM IO,SINGLE FAMILY,6734406,CASHOUT REFI,35,N,0,3/1/2010,6.74,2/1/2010,360,315000,6734406,1/11/2007,1903.13,7.25,360,315000,,2/1/2007,1903.12,N,0,0,6734406,6,7.25,,359,315000,AVELO,N,89.74,0,MD,0,6734406,,0,1,21228
6734407,CURRENT,1,422590,1,475000,ARM,3/1/2007,0,N,6734407,VIRGINIA BEACH,39.4,Y,2,3/1/2007,N,626,3/1/2009,24,6734407,2/1/2009,,GROUP2,6ML,2PER,95,8500,Y,60,6734407,,6,1,0,N,4.9,14.15,2/1/2037,,0,N,,8.15,6734407,STATED DOC,OWNER OCCUPIED,OTHER,2 YR ARM IO,SINGLE FAMILY,6734407,PURCHASE,23,N,0,3/1/2009,7.64,2/1/2009,360,422590,6734407,1/31/2007,2870.09,8.15,360,422590,,2/1/2007,2870.09,Y,24,444832,6734407,6,8.15,,359,422590,AVELO,N,95,0,VA,0,6734407,,0,1,23464
6734408,CURRENT,1,348000,1,435000,ARM,3/1/2007,0,N,6734408,ROCKVILLE,43.47,Y,2,3/1/2007,N,746,3/1/2010,36,6734408,2/1/2010,,GROUP1,6ML,NA,80,8000,Y,60,6734408,,6,1,0,N,4.25,13.5,2/1/2037,,0,N,,7.5,6734408,STATED DOC,OWNER OCCUPIED,OTHER,3 YR ARM IO,CONDO,6734408,CASHOUT REFI,35,N,0,3/1/2010,6.99,2/1/2010,360,348000,6734408,1/26/2007,2175,7.5,360,348000,,2/1/2007,2175,N,0,0,6734408,6,7.5,,359,348000,AVELO,N,100,0,MD,87000,6734408,,0,1,20852
6734409,CURRENT,0,87000,1,435000,FIXED,3/1/2007,359,N,6734409,ROCKVILLE,43.54,Y,0,3/1/2007,N,746,00/00/0000,0,6734409,00/00/0000,,GROUP2,,NA,20,8000,N,0,6734409,,0,2,0,N,0,0,2/1/2037,,0,N,,0,6734409,STATED DOC,OWNER OCCUPIED,OTHER,FIXED,CONDO,6734409,CASHOUT REFI,0,N,0,00/00/0000,11.14,00/00/0000,360,87000,6734409,1/26/2007,871.52,11.65,360,86973.11,,2/1/2007,871.52,N,0,0,6734409,0,11.65,,359,86973.11,AVELO,N,100,348000,MD,0,6734409,,0,1,20852
6734411,CURRENT,1,230833.65,1,325000,ARM,3/1/2007,359,N,6734411,RICHMOND,44.3,N,2,3/1/2007,N,545,3/1/2010,36,6734411,2/1/2010,,GROUP2,6ML,2PER,71.08,7538,N,0,6734411,,6,1,0,N,4.4,13.65,2/1/2037,,0,N,,7.65,6734411,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM,SINGLE FAMILY,6734411,CASHOUT REFI,35,N,0,3/1/2010,7.14,2/1/2010,360,231000,6734411,1/17/2007,1638.98,7.65,360,230833.65,,3/1/2007,1638.98,Y,24,0,6734411,6,7.65,,359,230833.65,AVELO,N,71.08,0,VA,0,6734411,,0,1,23231
6734412,CURRENT,1,215000,1,314000,ARM,3/1/2007,479,Y,6734412,WESTMINSTER,40.47,N,2,3/1/2007,N,644,3/1/2009,24,6734412,2/1/2009,,GROUP2,6ML,NA,68.47,3761,N,0,6734412,,6,1,0,N,3.625,12.875,2/1/2037,,0,N,,6.875,6734412,FULL DOC,OWNER OCCUPIED,OTHER,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6734412,CASHOUT REFI,23,N,0,3/1/2009,6.365,2/1/2009,480,215000,6734412,1/8/2007,1316.6,6.875,360,214915.17,,2/1/2007,1316.6,N,0,0,6734412,6,6.875,,359,214915.17,AVELO,N,68.47,0,MD,0,6734412,,0,1,21158
6734413,CURRENT,1,155000,1,155000,ARM,3/1/2007,359,N,6734413,WAUKEE,42.97,N,2,3/1/2007,N,609,3/1/2010,36,6734413,2/1/2010,,GROUP1,6ML,NA,100,5109,N,0,6734413,,6,1,0,N,5.75,15,2/1/2037,,0,N,,9,6734413,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM,SINGLE FAMILY,6734413,CASHOUT REFI,35,N,0,3/1/2010,8.49,2/1/2010,360,155000,6734413,1/18/2007,1247.17,9,360,154915.33,,2/1/2007,1247.17,N,0,0,6734413,6,9,,359,154915.33,AVELO,N,100,0,IA,0,6734413,,0,1,50263
6734414,CURRENT,0,113808.52,1,131600,FIXED,3/1/2007,358,N,6734414,MERRILL,29.42,N,0,3/1/2007,Y,637,00/00/0000,0,6734414,00/00/0000,,GROUP1,,2MOINT,88.37,3574,N,0,6734414,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6734414,FULL DOC,OWNER OCCUPIED,OTHER,FIXED,SINGLE FAMILY,6734414,PURCHASE,0,N,0,00/00/0000,6.365,00/00/0000,360,114000,6734414,1/25/2007,748.9,6.875,360,113808.52,,3/1/2007,748.9,Y,36,129000,6734414,0,6.875,,359,113808.52,AVELO,N,88.37,0,WI,0,6734414,,0,1,54452
6734415,CURRENT,0,55000,1,163000,FIXED,3/1/2007,359,N,6734415,CHARLOTTESVILLE,30.01,N,0,3/1/2007,N,574,00/00/0000,0,6734415,00/00/0000,,GROUP2,,NA,33.74,1977,N,0,6734415,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6734415,FULL DOC,OWNER OCCUPIED,OTHER,FIXED,SINGLE FAMILY,6734415,CASHOUT REFI,0,N,0,00/00/0000,9.74,00/00/0000,360,55000,6734415,1/8/2007,492.86,10.25,360,54976.93,,2/1/2007,492.86,N,0,0,6734415,0,10.25,,359,54976.93,AVELO,N,33.74,0,VA,0,6734415,,0,1,22902
6734416,CURRENT,1,306320,1,386000,ARM,3/1/2007,0,N,6734416,FORT WASHINGTON,41.4,N,2,3/1/2007,Y,608,3/1/2009,24,6734416,2/1/2009,,GROUP1,6ML,NA,80,7393,Y,60,6734416,,6,1,0,N,3.74,12.99,2/1/2037,,0,N,,6.99,6734416,FULL DOC,OWNER OCCUPIED,OTHER,2 YR ARM IO,SINGLE FAMILY,6734416,PURCHASE,23,N,0,3/1/2009,6.48,2/1/2009,360,306320,6734416,1/12/2007,1784.31,6.99,360,306320,,2/1/2007,1784.31,N,0,382900,6734416,6,6.99,,359,306320,AVELO,N,100,0,MD,76580,6734416,,0,1,20744
6734417,CURRENT,0,76580,1,386000,FIXED,3/1/2007,359,N,6734417,FORT WASHINGTON,40.14,N,0,3/1/2007,Y,608,00/00/0000,0,6734417,00/00/0000,,GROUP1,,NA,20,7393,N,0,6734417,,0,2,0,N,0,0,2/1/2037,,0,N,,0,6734417,FULL DOC,OWNER OCCUPIED,OTHER,FIXED,SINGLE FAMILY,6734417,PURCHASE,0,N,0,00/00/0000,11.74,00/00/0000,360,76580,6734417,1/12/2007,802.48,12.25,360,76559.27,,2/1/2007,802.48,N,0,382900,6734417,0,12.25,,359,76559.27,AVELO,N,100,306320,MD,0,6734417,,0,1,20744
6734418,CURRENT,1,210600,1,270000,ARM,3/1/2007,479,Y,6734418,ROYAL PALM BEACH,33.65,N,2,3/1/2007,Y,571,3/1/2009,24,6734418,2/1/2009,,GROUP2,6ML,5PER,90,6042,N,0,6734418,,6,1,0,N,4.95,14.2,2/1/2037,,0,N,,8.2,6734418,FULL DOC,OWNER OCCUPIED,OTHER,2 YR ARM BALLOON 40/30,PUD,6734418,PURCHASE,23,N,0,3/1/2009,7.69,2/1/2009,480,210600,6734418,1/19/2007,1496.02,8.2,360,210543.08,,2/1/2007,1496.02,Y,24,234000,6734418,6,8.2,,359,210543.08,AVELO,N,90,0,FL,0,6734418,,0,1,33411
6734419,CURRENT,0,110000,1,131000,FIXED,3/1/2007,359,N,6734419,BELL BUCKLE,45.95,N,0,3/1/2007,N,662,00/00/0000,0,6734419,00/00/0000,,GROUP1,,5PER,83.97,1907,N,0,6734419,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6734419,FULL DOC,OWNER OCCUPIED,OTHER,FIXED,SINGLE FAMILY,6734419,CASHOUT REFI,0,N,0,00/00/0000,8.04,00/00/0000,360,110000,6734419,1/18/2007,849.71,8.55,360,109934.04,,2/1/2007,849.71,Y,36,0,6734419,0,8.55,,359,109934.04,AVELO,N,83.97,0,TN,0,6734419,,0,1,37020
6734421,CURRENT,0,134990,1,150000,FIXED,3/1/2007,479,Y,6734421,VALRICO,39.89,N,0,3/1/2007,N,634,00/00/0000,0,6734421,00/00/0000,,GROUP1,,5PER,89.99,4209,N,0,6734421,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6734421,FULL DOC,OWNER OCCUPIED,OTHER,FIXED BALLOON 40/30,SINGLE FAMILY,6734421,CASHOUT REFI,0,N,0,00/00/0000,7.74,00/00/0000,480,134990,6734421,1/16/2007,964.02,8.25,360,134954.04,,2/1/2007,964.02,Y,36,0,6734421,0,8.25,,359,134954.04,AVELO,N,89.99,0,FL,0,6734421,,0,1,33594
6734422,CURRENT,1,97500,1,150000,ARM,3/1/2007,359,N,6734422,PALATKA,32.36,Y,2,3/1/2007,N,584,3/1/2009,24,6734422,2/1/2009,,GROUP1,6ML,5PER,65,5000,N,0,6734422,,6,1,0,N,6.65,15.9,2/1/2037,,0,N,,9.9,6734422,STATED DOC,OWNER OCCUPIED,OTHER,2 YR ARM,PUD,6734422,CASHOUT REFI,23,N,0,3/1/2009,9.39,2/1/2009,360,97500,6734422,1/26/2007,848.44,9.9,360,97455.94,,2/1/2007,848.44,Y,24,0,6734422,6,9.9,,359,97455.94,AVELO,N,65,0,FL,0,6734422,,0,1,32177
6734423,CURRENT,1,148000,1,194000,ARM,3/1/2007,479,Y,6734423,BATTLE GROUND,40.4,N,2,3/1/2007,N,630,3/1/2009,24,6734423,2/1/2009,,GROUP1,6ML,6MOINT,80,3400,N,0,6734423,,6,1,0,N,4.4,13.65,2/1/2037,,0,N,,7.65,6734423,FULL DOC,OWNER OCCUPIED,OTHER,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6734423,PURCHASE,23,N,0,3/1/2009,7.14,2/1/2009,480,148000,6734423,1/31/2007,990.39,7.65,360,147953.11,,2/1/2007,990.39,Y,24,185000,6734423,6,7.65,,359,147953.11,AVELO,N,100,0,WA,37000,6734423,,0,1,98604
6734424,CURRENT,0,37000,1,194000,FIXED,3/1/2007,359,N,6734424,BATTLE GROUND,40.4,N,0,3/1/2007,N,630,00/00/0000,0,6734424,00/00/0000,,GROUP1,,NA,20,3390,N,0,6734424,,0,2,0,N,0,0,2/1/2037,,0,N,,0,6734424,FULL DOC,OWNER OCCUPIED,OTHER,FIXED,SINGLE FAMILY,6734424,PURCHASE,0,N,0,00/00/0000,10.79,00/00/0000,360,37000,6734424,1/31/2007,360.77,11.3,360,36987.65,,2/1/2007,360.77,N,0,185000,6734424,0,11.3,,359,36987.65,AVELO,N,100,148000,WA,0,6734424,,0,1,98604
6661846,CURRENT,1,260000,1,335000,ARM,3/1/2007,479,Y,6661846,EAST BRIDGEWATER,41.92,N,2,3/1/2007,Y,649,3/1/2010,36,6661846,2/1/2010,,GROUP1,6ML,NA,100,4250,N,0,6661846,,6,1,0,N,6.15,15.4,2/1/2037,,0,N,,9.4,6661846,STATED DOC,OWNER OCCUPIED,OTHER,3 YR ARM BALLOON 40/30,SINGLE FAMILY,6661846,PURCHASE,35,N,0,3/1/2010,8.89,2/1/2010,480,260000,6661846,1/22/2007,2085.95,9.4,360,259950.72,,2/1/2007,2085.95,N,0,260000,6661846,6,9.4,,359,259950.72,AVELO,N,100,0,MA,0,6661846,,0,1,2333
6734426,CURRENT,1,152000,1,192000,ARM,3/1/2007,359,N,6734426,SPRINGFIELD,46.79,N,2,3/1/2007,N,614,3/1/2010,36,6734426,2/1/2010,,GROUP2,6ML,NA,79.17,2595,N,0,6734426,,6,1,0,N,3,12.25,2/1/2037,,0,N,,6.25,6734426,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM,2 FAMILY,6734426,CASHOUT REFI,35,N,0,3/1/2010,5.74,2/1/2010,360,152000,6734426,1/24/2007,935.89,6.25,360,151855.78,,2/1/2007,935.89,N,0,0,6734426,6,6.25,,359,151855.78,AVELO,N,79.17,0,MA,0,6734426,,0,2,1104
6734427,CURRENT,1,160000,1,170000,ARM,3/1/2007,479,Y,6734427,HOT SPRINGS,48.53,N,2,3/1/2007,N,605,3/1/2010,36,6734427,2/1/2010,,GROUP1,6ML,3PER,100,3540,N,0,6734427,,6,1,0,N,5.7,14.95,2/1/2037,,0,N,,8.95,6734427,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM BALLOON 40/30,SINGLE FAMILY,6734427,PURCHASE,35,N,0,3/1/2010,8.44,2/1/2010,480,160000,6734427,1/31/2007,1228.02,8.95,360,159965.31,,2/1/2007,1228.02,Y,36,160000,6734427,6,8.95,,359,159965.31,AVELO,N,100,0,AR,0,6734427,,0,1,71913
6734428,CURRENT,1,182000,1,245000,ARM,3/1/2007,479,Y,6734428,SUNRISE,39.21,N,2,3/1/2007,N,685,3/1/2009,24,6734428,2/1/2009,,GROUP2,6ML,5PER,74.29,2820,N,0,6734428,,6,1,0,N,3.65,12.9,2/1/2037,,0,N,,6.9,6734428,FULL DOC,OWNER OCCUPIED,OTHER,2 YR ARM BALLOON 40/30,PUD,6734428,CASHOUT REFI,23,N,0,3/1/2009,6.39,2/1/2009,480,182000,6734428,1/11/2007,1117.81,6.9,360,181928.69,,2/1/2007,1117.81,Y,24,0,6734428,6,6.9,,359,181928.69,AVELO,N,74.29,0,FL,0,6734428,,0,1,33351
6734429,CURRENT,1,202000,1,271400,ARM,3/1/2007,359,N,6734429,PASADENA,30.1,N,2,3/1/2007,N,569,3/1/2010,36,6734429,2/1/2010,,GROUP2,6ML,NA,74.43,4152,N,0,6734429,,6,1,0,N,4.15,13.4,2/1/2037,,0,N,,7.4,6734429,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM,PUD,6734429,CASHOUT REFI,35,N,0,3/1/2010,6.89,2/1/2010,360,202000,6734429,1/17/2007,1398.61,7.4,360,201847.06,,2/1/2007,1398.61,N,0,0,6734429,6,7.4,,359,201847.06,AVELO,N,74.43,0,MD,0,6734429,,0,1,21122
6734430,CURRENT,1,348304,1,436000,ARM,3/1/2007,479,Y,6734430,EUSTIS,49.8,N,2,3/1/2007,N,628,3/1/2009,24,6734430,2/1/2009,,GROUP2,6ML,5PER,80,8150,N,0,6734430,,6,1,0,N,4.45,13.7,2/1/2037,,0,N,,7.7,6734430,STATED DOC,OWNER OCCUPIED,OTHER,2 YR ARM BALLOON 40/30,PUD,6734430,PURCHASE,23,N,0,3/1/2009,7.19,2/1/2009,480,348304,6734430,1/12/2007,2343.73,7.7,360,348195.22,,2/1/2007,2343.73,Y,24,435380,6734430,6,7.7,,359,348195.22,AVELO,N,80,0,FL,0,6734430,,0,1,32736
6734431,CURRENT,1,207200,1,259000,ARM,3/1/2007,0,N,6734431,TOOELE,47.91,N,2,3/1/2007,N,654,3/1/2009,24,6734431,2/1/2009,,GROUP1,6ML,6MOINT,80,4414,Y,60,6734431,,6,1,0,N,3.535,12.785,2/1/2037,,0,N,,6.785,6734431,FULL DOC,OWNER OCCUPIED,OTHER,2 YR ARM IO,SINGLE FAMILY,6734431,PURCHASE,23,N,0,3/1/2009,6.275,2/1/2009,360,207200,6734431,1/10/2007,1171.54,6.785,360,207200,,2/1/2007,1171.54,Y,24,259000,6734431,6,6.785,,359,207200,AVELO,N,100,0,UT,51800,6734431,,0,1,84074
6734432,CURRENT,0,51800,1,259000,FIXED,3/1/2007,359,N,6734432,TOOELE,47.91,N,0,3/1/2007,N,654,00/00/0000,0,6734432,00/00/0000,,GROUP1,,NA,20,4414,N,0,6734432,,0,2,0,N,0,0,2/1/2037,,0,N,,0,6734432,FULL DOC,OWNER OCCUPIED,OTHER,FIXED,SINGLE FAMILY,6734432,PURCHASE,0,N,0,00/00/0000,9.99,00/00/0000,360,51800,6734432,1/10/2007,473.83,10.5,360,51779.42,,2/1/2007,473.83,N,0,259000,6734432,0,10.5,,359,51779.42,AVELO,N,100,207200,UT,0,6734432,,0,1,84074
6734433,CURRENT,0,323900,1,350000,FIXED,3/1/2007,359,N,6734433,SOCIAL CIRCLE,49,N,0,3/1/2007,Y,586,00/00/0000,0,6734433,00/00/0000,,GROUP2,,1PER,100,7589,N,0,6734433,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6734433,FULL DOC,OWNER OCCUPIED,OTHER,FIXED,SINGLE FAMILY,6734433,PURCHASE,0,N,0,00/00/0000,9.94,00/00/0000,360,323900,6734433,1/16/2007,2950.74,10.45,360,323769.89,,2/1/2007,2950.74,Y,24,323900,6734433,0,10.45,,359,323769.89,AVELO,N,100,0,GA,0,6734433,,0,1,30025
6734434,CURRENT,0,237975,1,250500,FIXED,3/1/2007,479,Y,6734434,WAYNESBORO,45.78,N,0,3/1/2007,N,660,00/00/0000,0,6734434,00/00/0000,,GROUP1,,2PER,95,4353,N,0,6734434,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6734434,FULL DOC,OWNER OCCUPIED,OTHER,FIXED BALLOON 40/30,SINGLE FAMILY,6734434,CASHOUT REFI,0,N,0,00/00/0000,7.39,00/00/0000,480,237975,6734434,1/25/2007,1636.84,7.9,360,237904.83,,2/1/2007,1636.84,Y,24,0,6734434,0,7.9,,359,237904.83,AVELO,N,95,0,VA,0,6734434,,0,1,22980
6734436,CURRENT,1,235000,1,251000,ARM,3/1/2007,479,Y,6734436,CLINTON,49.98,N,2,3/1/2007,Y,608,3/1/2010,36,6734436,2/1/2010,,GROUP1,6ML,5PER,100,3691,N,0,6734436,,6,1,0,N,5.2,14.45,2/1/2037,,0,N,,8.45,6734436,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM BALLOON 40/30,SINGLE FAMILY,6734436,PURCHASE,35,N,0,3/1/2010,7.94,2/1/2010,480,235000,6734436,1/23/2007,1713.84,8.45,360,234940.95,,2/1/2007,1713.84,Y,36,235000,6734436,6,8.45,,359,234940.95,AVELO,N,100,0,CT,0,6734436,,0,1,6413
6734437,CURRENT,1,180000,1,300000,ARM,3/1/2007,359,N,6734437,MENOMENEE FALLS,39.6,Y,2,3/1/2007,N,684,3/1/2010,36,6734437,2/1/2010,,GROUP1,6ML,NA,60,7000,N,0,6734437,,6,1,0,N,3.15,12.4,2/1/2037,,0,N,,6.4,6734437,STATED DOC,OWNER OCCUPIED,OTHER,3 YR ARM,CONDO,6734437,CASHOUT REFI,35,N,0,3/1/2010,5.89,2/1/2010,360,180000,6734437,1/12/2007,1125.91,6.4,360,179834.09,,2/1/2007,1125.91,N,0,0,6734437,6,6.4,,359,179834.09,AVELO,N,60,0,WI,0,6734437,,0,1,53051
6734438,CURRENT,1,124000,1,160000,ARM,3/1/2007,479,Y,6734438,ORLANDO,44.18,N,2,3/1/2007,N,566,3/1/2009,24,6734438,2/1/2009,,GROUP2,6ML,5PER,77.5,2310,N,0,6734438,,6,1,0,N,3.9,13.15,2/1/2037,,0,N,,7.15,6734438,FULL DOC,OWNER OCCUPIED,OTHER,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6734438,CASHOUT REFI,23,N,0,3/1/2009,6.64,2/1/2009,480,124000,6734438,1/12/2007,784.12,7.15,360,123954.71,,2/1/2007,784.12,Y,24,0,6734438,6,7.15,,359,123954.71,AVELO,N,77.5,0,FL,0,6734438,,0,1,32811
6734439,CURRENT,1,176400,1,196000,ARM,3/1/2007,479,Y,6734439,RICHMOND,47.57,N,2,3/1/2007,N,596,3/1/2010,36,6734439,2/1/2010,,GROUP1,6ML,2PER,90,2910,N,0,6734439,,6,1,0,N,4.6,13.85,2/1/2037,,0,N,,7.85,6734439,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM BALLOON 40/30,SINGLE FAMILY,6734439,CASHOUT REFI,35,N,0,3/1/2010,7.34,2/1/2010,480,176400,6734439,1/26/2007,1206.72,7.85,360,176347.23,,2/1/2007,1206.72,Y,24,0,6734439,6,7.85,,359,176347.23,AVELO,N,90,0,VA,0,6734439,,0,1,23223
6734440,CURRENT,1,147500,1,159800,ARM,3/1/2007,479,Y,6734440,BALTIMORE,33.66,Y,2,3/1/2007,Y,627,3/1/2010,36,6734440,2/1/2010,,GROUP1,6ML,NA,100,4847,N,0,6734440,,6,1,0,N,6.5,15.75,2/1/2037,,0,N,,9.75,6734440,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM BALLOON 40/30,SINGLE FAMILY,6734440,PURCHASE,35,N,0,3/1/2010,9.24,2/1/2010,480,147500,6734440,1/31/2007,1223.6,9.75,360,147474.84,,2/1/2007,1223.6,N,0,147500,6734440,6,9.75,,359,147474.84,AVELO,N,100,0,MD,0,6734440,,0,1,21206
6734441,CURRENT,1,279000,1,310000,ARM,3/1/2007,359,N,6734441,NASHVILLE,26.49,Y,2,3/1/2007,N,631,3/1/2009,24,6734441,2/1/2009,,GROUP1,6ML,5PER,90,1,N,0,6734441,,6,1,0,N,4.45,13.7,2/1/2037,,0,N,,7.7,6734441,STATED DOC,OWNER OCCUPIED,OTHER,2 YR ARM,PUD,6734441,CASHOUT REFI,23,N,0,3/1/2009,7.19,2/1/2009,360,279000,6734441,1/26/2007,1989.16,7.7,360,278801.09,,2/1/2007,1989.16,Y,24,0,6734441,6,7.7,,359,278801.09,AVELO,N,90,0,TN,0,6734441,,0,1,37221
6734442,CURRENT,1,153000,1,153000,ARM,3/1/2007,0,N,6734442,HUDSON,38.9,N,2,3/1/2007,N,754,3/1/2010,36,6734442,2/1/2010,,GROUP1,6ML,5PER,100,3416,Y,60,6734442,,6,1,0,N,3.625,12.875,2/1/2037,,0,N,,6.875,6734442,FULL DOC,OWNER OCCUPIED,OTHER,3 YR ARM IO,SINGLE FAMILY,6734442,CASHOUT REFI,35,N,0,3/1/2010,6.365,2/1/2010,360,153000,6734442,1/12/2007,876.56,6.875,360,153000,,3/1/2007,876.56,Y,36,0,6734442,6,6.875,,359,153000,AVELO,N,100,0,FL,0,6734442,,0,1,34667
